# Darktide Penance Export
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 6
# Account Level: 180
# Account True Level: 837
#
# All Characters:
#   1. Dickot (Zealot) - Level 30 (True: 157, +127)
#   2. Zek (Hive Scum) - Level 30 (True: 113, +83)
#   3. Bonk (Ogryn) - Level 30 (True: 145, +115)
#   4. JudgeSomething (Arbitrator) - Level 30 (True: 121, +91)
#   5. Rudge (Veteran) - Level 30 (True: 164, +134)
#   6. Montov (Psyker) - Level 30 (True: 137, +107)
#
# Export Character: Dickot
# Export Archetype: Zealot
# Export Character Level: 30
# Export Character True Level: 157
# Export Additional Levels: +127
# Export Prestige: 10
#
# Export Date: 2026-01-18 10:39:38
# Total Penances: 1028
# Completed Penances: 1000
# Completion Rate: 97.3%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_2,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_havoc_veteran,Havoc Mastery (2),Complete 25 Havoc Assignments.,Completed,42,25,168%,2025-08-04 22:49:14,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_3,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_havoc_veteran,Havoc Mastery (3),Complete 50 Havoc Assignments.,In Progress,42,50,84%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_4,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_havoc_veteran,Havoc Mastery (4),Complete 75 Havoc Assignments.,In Progress,42,75,56%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_5,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_havoc_veteran,Havoc Mastery (5),Complete 100 Havoc Assignments.,In Progress,42,100,42%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,havoc_win_assisted_1,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_expedited_backup,Havoc on Hand 1,Assist 10 players in completing their Havoc Assignment.,Completed,24,10,240%,2025-08-04 23:25:31,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,havoc_win_assisted_2,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_expedited_backup,Havoc on Hand 2,Assist 25 players in completing their Havoc Assignment.,In Progress,24,25,96%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,havoc_win_assisted_3,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_expedited_backup,Havoc on Hand 3,Assist 50 players in completing their Havoc Assignment.,In Progress,24,50,48%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,havoc_win_assisted_4,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_expedited_backup,Havoc on Hand 4,Assist 75 players in completing their Havoc Assignment.,In Progress,24,75,32%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,havoc_win_assisted_5,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_expedited_backup,Havoc on Hand 5,Assist 100 players in completing their Havoc Assignment.,In Progress,24,100,24%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_rank_reached_01,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Conscript,Reach Clearance Level 5.,Completed,0,1,0%,2025-07-19 17:56:56,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_rank_reached_02,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Cadet,Reach Clearance Level 10.,Completed,0,1,0%,2025-07-29 00:16:48,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_rank_reached_03,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Whiteshield 2nd Class,Reach Clearance Level 15.,Completed,0,1,0%,2025-08-02 20:33:36,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_rank_reached_04,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Whiteshield 1st Class,Reach Clearance Level 20.,Completed,0,1,0%,2025-08-02 22:46:22,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_rank_reached_05,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Probitor 2nd Class,Reach Clearance Level 25.,Completed,0,1,0%,2025-08-23 19:42:36,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_rank_reached_06,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Probitor 1st Class,Reach Clearance Level 30.,In Progress,0,1,0%,,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_rank_reached_07,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Trooper 2nd Class,Reach Clearance Level 35.,In Progress,0,1,0%,,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_rank_reached_08,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_adept_of_the_53rd,Adept of the 53rd: Trooper 1st Class,Reach Clearance Level 40.,In Progress,0,1,0%,,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_caches_earned_4,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_the_militarium_giveth,Quartermaster's Favourite (4),Open 15 weekly Havoc Reward Caches.,In Progress,10,15,66%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_caches_earned_1,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_the_militarium_giveth,Quartermaster's Favourite (1),Open 1 weekly Havoc Reward Caches.,Completed,10,1,1000%,2025-07-14 17:52:01,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_caches_earned_2,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_the_militarium_giveth,Quartermaster's Favourite (2),Open 5 weekly Havoc Reward Caches.,Completed,10,5,200%,2025-08-12 02:12:31,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_caches_earned_3,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_the_militarium_giveth,Quartermaster's Favourite (3),Open 10 weekly Havoc Reward Caches.,Completed,10,10,100%,2026-01-05 18:28:02,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_havoc_caches_earned_5,loc_achievement_subcategory_missions_havoc_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_the_militarium_giveth,Quartermaster's Favourite (5),Open 20 weekly Havoc Reward Caches.,In Progress,10,20,50%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_kill_boss_solo_with_smite,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0029,Malleus Monstronum  (Coop),"While on Heresy threat or higher kill a Monstrosity after damaging 50 of its health with your Brain Burst.
 (Coop) Private Game: Penance can only be completed in a private game",Completed,80,50,160%,2025-11-16 02:50:14,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_perils_of_the_warp_elite_kills,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0025,Going Out With a Bang,"While on Malice Threat or higher, kill 1 elite enemies with a single Perils of the Warp explosion.",Completed,0,1,0%,2025-10-18 18:17:24,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_stay_at_max_souls_for_duration,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0027,Warp Battery,"While on Malice Threat or higher, in a single session maintain maximum Warp Charges for 120s.",Completed,128,120,106%,2025-07-19 14:02:01,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_smite_hound_mid_leap,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0024,Not Even Close,Kill a pouncing Pox Hound with Brain Burst.,Completed,8,1,800%,2024-01-18 20:16:02,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_hard_1,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_07,Shoot Fast,"On Heresy Threat or higher, kill 25 Pox Hounds, Mutants or Scab Trappers using Brain Burst before they incapacitate you or an ally.",Completed,142,25,568%,2023-12-23 00:22:54,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_medium_1,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_05,Power Up,"On Malice Threat or higher, kill 100 Elite or Specialist enemies with Brain Burst while at maximum Warp Charges.",Completed,783,100,783%,2023-12-22 23:25:47,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_easy_1,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_03,Prioritise Targets,Kill 200 Elite or Specialist enemies with Brain Burst.,Completed,1307,200,653%,2023-12-22 23:46:53,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_easy_2,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_04,Blessed by Fate,Use Psykinetic's Wrath to survive Perils of the Warp 50 times.,Completed,522,50,1044%,2025-10-20 23:11:41,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_threshold_kills_reached_with_grenade_chain,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_13,Charged with Purpose,Kill 2500 enemies stunned by your Smite. Kills made by your team members also count.,Completed,8497,2500,339%,2025-08-23 04:16:58,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_team_critical_hits,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_17,Lucky Blow,Critically strike 7500 enemies while under the effects of Prescience. Critical strikes made by any affected team member also count.,Completed,518118,7500,6908%,2025-10-04 12:22:58,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_team_cooldown_reduced,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_16,Empyric Recovery,"Restore you or your allies' abilities a total of 2000 seconds faster, while under the effects of Seer's Presence.",Completed,13050,2000,652%,2025-10-17 01:01:45,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_team_elite_aura_kills,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_15,Overwhelming Presence,Kill 2500 Elite or Specialist enemies while under the effect of Kinetic Presence. Kills made by any affected team member also count.,Completed,11381,2500,455%,2025-07-19 14:02:01,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_damage_blocked_with_shield,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_18,Mind's Aegis,Absorb 150000 Damage with Telekine Shield.,Completed,1028740,150000,685%,2025-07-19 00:49:51,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_time_at_max_unnatural,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_21,Defy Fate,Maintain 15 stacks or more of Disrupt Destiny for a total of 1800 seconds.,Completed,3086,1800,171%,2025-10-21 01:41:34,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_kills_with_empowered_abilites,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_20,Skilled in Psykhana,Kill 250 Specialists or Elites using abilities empowered by Empowered Psionics.,Completed,480,250,192%,2025-10-19 00:52:13,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_kills_during_overcharge_stance,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_19,Perilous Focus,Kill 40 enemies under the effects of a single Scrier's Gaze activation.,Completed,80,40,200%,2025-10-18 11:36:29,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_elite_or_special_kills_with_assail,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_14,Mind Lance,Kill 250 Specialists and Elites using Assail.,Completed,1212,250,484%,2025-10-18 13:05:59,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_elite_or_special_kills_with_smite_last_10_sec,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0027,Pick n' Mix,"While on Heresy Threat or higher, use Brain Burst to kill 4 different Elite or Specialist enemies within 12s.",Completed,4,4,100%,2023-12-23 00:03:27,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_psyker_2_rank_1_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_10,First Steps (1),Complete the following Penances as the Psyker.,Completed,2,2,100%,2023-11-18 05:24:14,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_psyker_2_rank_2_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_10,First Steps (2),Complete the following Penances as the Psyker.,Completed,2,2,100%,2023-11-30 23:53:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_psyker_2_rank_4_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_11,Promotion Material (1),Complete the following Penances as the Psyker.,Completed,2,2,100%,2023-12-16 20:15:27,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_psyker_2_rank_5_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_11,Promotion Material (2),Complete the following Penances as the Psyker.,Completed,2,2,100%,2023-12-18 17:05:22,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_psyker_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (3),Complete the following Penances as the Psyker.,Completed,3,3,100%,2025-11-16 14:16:31,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_psyker_2_3_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_12,Kinetic Killer (3),Complete the following Penances as the Psyker.,Completed,6,6,100%,2025-10-20 23:11:41,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_edge_kills_last_2_sec,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0028,Cliffhanger,Kill 7 enemies within 2s by knocking them off a ledge.,Completed,9,7,128%,2025-11-16 14:16:31,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_psyker_2_2_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_12,Kinetic Killer (2),Complete the following Penances as the Psyker.,Completed,6,6,100%,2025-10-20 23:11:41,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_objective_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0023,Touch the Void (3),"As a Psyker, complete a Mission of each type on Heresy Threat or higher.",Completed,7,7,100%,2024-01-01 17:32:02,5,loc_mission_type_07_name: 4/4; loc_mission_type_01_name: 4/4; loc_mission_type_02_name: 4/4; loc_mission_type_03_name: 4/4; loc_mission_type_04_name: 4/4; loc_mission_type_05_name: 4/4; loc_mission_type_06_name: 4/4
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0022,Lifeleech (3),Complete 50 Missions as a Psyker.,Completed,142,50,284%,2025-07-18 20:39:42,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_hard_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_08,Keep Your Distance,"On Heresy Threat or higher, complete 3 full Missions without being hit in melee by an Elite enemy.",Completed,101,3,3366%,2023-12-16 20:14:07,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_psyker_2_1_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_12,Kinetic Killer (1),Complete the following Penances as the Psyker.,Completed,5,5,100%,2025-10-20 23:11:41,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_psyker_2_5,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0021,Mind over Matter (5),Reach Trust Level 25 as a Psyker.,Completed,30,25,120%,2023-12-18 17:05:22,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_objective_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0023,Touch the Void (2),"As a Psyker, complete a Mission of each type on Malice Threat or higher.",Completed,7,7,100%,2024-01-01 17:32:02,5,loc_mission_type_07_name: 3/3; loc_mission_type_01_name: 3/3; loc_mission_type_02_name: 3/3; loc_mission_type_03_name: 3/3; loc_mission_type_04_name: 3/3; loc_mission_type_05_name: 3/3; loc_mission_type_06_name: 3/3
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0022,Lifeleech (2),Complete 25 Missions as a Psyker.,Completed,142,25,568%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,psyker_2_medium_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_06,Unleash the Warp,"On Malice Threat or higher, Kill 2500 enemies with Warp attacks.",Completed,67331,2500,2693%,2023-12-18 19:12:45,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_psyker_2_4,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0021,Mind over Matter (4),Reach Trust Level 20 as a Psyker.,Completed,30,20,150%,2023-12-16 20:15:27,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_objective_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0023,Touch the Void,"As a Psyker, complete at least one Mission of each type.",Completed,7,7,100%,2024-01-01 17:32:02,5,loc_mission_type_07_name: 1/1; loc_mission_type_01_name: 1/1; loc_mission_type_02_name: 1/1; loc_mission_type_03_name: 1/1; loc_mission_type_04_name: 1/1; loc_mission_type_05_name: 1/1; loc_mission_type_06_name: 1/1
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_psyker_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (2),Complete the following Penances as the Psyker.,Completed,3,3,100%,2025-11-16 14:16:31,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_psyker_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (1),Complete the following Penances as the Psyker.,Completed,2,2,100%,2025-11-16 14:16:31,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_psyker_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0021,Mind over Matter (1),Reach Trust Level 5 as a Psyker.,Completed,30,5,600%,2023-11-18 05:24:14,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_psyker_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0021,Mind over Matter (2),Reach Trust Level 10 as a Psyker.,Completed,30,10,300%,2023-11-30 23:53:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_psyker_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0021,Mind over Matter (3),Reach Trust Level 15 as a Psyker.,Completed,30,15,200%,2023-12-13 18:04:42,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_4,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0022,Lifeleech (4),Complete 75 Missions as a Psyker.,Completed,142,75,189%,2025-08-02 21:04:33,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_5,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0022,Lifeleech (5),Complete 100 Missions as a Psyker.,Completed,142,100,142%,2025-11-16 16:27:41,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_easy_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_02,Prove Your Worth (1),Complete 1 Missions on Sedition Threat or higher.,Completed,142,1,14200%,2023-10-29 19:01:36,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_easy_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_02,Prove Your Worth (3),Complete 1 Missions on Malice Threat or higher.,Completed,123,1,12300%,2023-12-06 22:55:29,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_easy_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_02,Prove Your Worth (4),Complete 1 Missions on Heresy Threat or higher.,Completed,107,1,10700%,2023-12-16 18:50:55,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_easy_difficulty_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_02,Prove Your Worth (5),Complete 1 Missions on Damnation Threat or higher.,Completed,72,1,7200%,2024-01-01 16:12:24,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_medium_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_09,Fight the Good Fight (1),Complete 5 Missions on Sedition Threat or higher.,Completed,142,5,2840%,2023-11-27 19:50:12,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_medium_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_09,Fight the Good Fight (2),Complete 5 Missions on Uprising Threat or higher.,Completed,131,5,2620%,2023-12-06 23:26:05,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_medium_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_09,Fight the Good Fight (3),Complete 5 Missions on Malice Threat or higher.,Completed,123,5,2460%,2023-12-16 18:50:55,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_medium_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_09,Fight the Good Fight (4),Complete 5 Missions on Heresy Threat or higher.,Completed,107,5,2140%,2023-12-16 22:06:59,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_medium_difficulty_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_09,Fight the Good Fight (5),Complete 5 Missions on Damnation Threat or higher.,Completed,72,5,1440%,2025-07-19 00:49:51,15,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_psyker_meta_numeric_achievement_completion_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement,Psyker Master of War,Complete 5 out of the following Penances.,Completed,45,5,900%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_psyker_meta_numeric_achievement_completion_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement,Psyker Master of War,Complete 15 out of the following Penances.,Completed,45,15,300%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_psyker_meta_numeric_achievement_completion_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement,Psyker Master of War,Complete 25 out of the following Penances.,Completed,45,25,180%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_psyker_meta_numeric_achievement_completion_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement,Psyker Master of War,Complete 35 out of the following Penances.,Completed,45,35,128%,2025-10-04 12:22:58,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_easy_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement_02,Prove Your Worth (2),Complete 1 Missions on Uprising Threat or higher.,Completed,131,1,13100%,2023-11-29 02:03:34,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_psyker_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0022,Lifeleech (1),Complete 5 Missions as a Psyker.,Completed,142,5,2840%,2023-12-22 19:47:48,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_psyker_meta_numeric_achievement_completion_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_psyker_achievement,Psyker Master of War,Complete 45 out of the following Penances.,Completed,45,45,100%,2025-11-16 16:27:41,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_psyker_2_6,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0021,Mind over Matter (6),Reach Trust Level 30 as a Psyker.,Completed,30,30,100%,2023-12-23 04:07:38,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_time_at_max_forceful_stacks,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0030,Full Force of the Lex,"On Heresy threat or higher, spend 3500s with Forceful active.",Completed,38721,3500,1106%,2025-06-27 12:43:24,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_ranged_kills_with_terminus_warrant,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0029,Arbites Gunner,"On Heresy threat or higher, Kill 2000 enemies with Ranged Attacks while using Terminus Warrant.",Completed,4124,2000,206%,2025-07-25 15:31:43,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,adamant_killed_enemies_marked_by_execution_order,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/adamant/achievement_icon_adamant_0027,Justice Dispensed,"On Heresy threat or higher, Kill 750 enemies marked by Execution Order.",Completed,2558,750,341%,2025-07-25 00:48:34,10,
